SCIP version 7.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 5.0.2] [GitHash: e9d280a398]
Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

External codes: 
  SoPlex 5.0.2         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e24c304e]
  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)
  MPIR 3.0.0           Multiple Precision Integers and Rationals Library developed by W. Hart (mpir.org)
  ZIMPL 3.4.0          Zuse Institute Mathematical Programming Language developed by T. Koch (zimpl.zib.de)
  PaPILO 1.0.2         parallel presolve for integer and linear optimization (https://github.com/lgottwald/PaPILO) [GitHash: 62d2842]
  bliss 0.73p          Computing Graph Automorphism Groups by T. Junttila and P. Kaski (http://www.tcs.hut.fi/Software/bliss/)
  Ipopt 3.12.9         Interior Point Optimizer developed by A. Waechter et.al. (www.coin-or.org/Ipopt)

user parameter file <scip.set> not found - using default parameters

read problem <C:\Users\claudio\Documents\GitHub\embedding\src\lp\N64_B0.5_diversified_classical\IPL_linearized_N64q3.00B32.lp>
============

original problem has 4160 variables (0 bin, 4160 int, 0 impl, 0 cont) and 12289 constraints

solve problem
=============

presolving:
(round 1, fast)       64 del vars, 64 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 0 upgd conss, 0 impls, 8064 clqs
(round 2, fast)       64 del vars, 192 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 0 upgd conss, 0 impls, 8064 clqs
   (0.0s) running MILP presolver
   (0.0s) MILP presolver found nothing
(round 3, exhaustive) 64 del vars, 192 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 8064 clqs
(round 4, exhaustive) 64 del vars, 12288 del conss, 4032 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 8064 clqs
(round 5, exhaustive) 2080 del vars, 14304 del conss, 4032 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 4032 clqs
   (0.0s) probing: 51/2080 (2.5%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.0s) probing aborted: 50/50 successive totally useless probings
   (0.0s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.0s) no symmetry present
presolving (6 rounds: 6 fast, 4 medium, 4 exhaustive):
 2080 deleted vars, 14304 deleted constraints, 4032 added constraints, 0 tightened bounds, 0 added holes, 64 changed sides, 64 changed coefficients
 0 implications, 4032 cliques
presolved problem has 2080 variables (2080 bin, 0 int, 0 impl, 0 cont) and 2017 constraints
   2016 constraints of type <and>
      1 constraints of type <linear>
Presolving Time: 0.00

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
y(5,30)                                             1 	(obj:0.000110210369489541)
y(5,31)                                             1 	(obj:0.000151256038346963)
y(5,33)                                             1 	(obj:-0.00027077172664851)
y(5,35)                                             1 	(obj:-0.00161005319911914)
y(5,37)                                             1 	(obj:0.000780067590366302)
y(5,42)                                             1 	(obj:0.00253215686515097)
y(5,43)                                             1 	(obj:-0.000296826972360894)
y(5,44)                                             1 	(obj:-0.000272556421796749)
y(5,47)                                             1 	(obj:-0.0002693215922395)
y(5,48)                                             1 	(obj:0.00101001659107743)
y(5,49)                                             1 	(obj:-0.000151848948928894)
y(5,50)                                             1 	(obj:0.0016542497958815)
y(5,51)                                             1 	(obj:-4.25252775546506e-05)
y(5,53)                                             1 	(obj:0.000441645814323291)
y(5,56)                                             1 	(obj:0.000602930123812076)
y(5,59)                                             1 	(obj:-0.00123701167245405)
y(5,63)                                             1 	(obj:0.0012973709240171)
y(6,2)                                              1 	(obj:-0.000787001372450737)
y(6,3)                                              1 	(obj:0.000104446441164564)
y(6,5)                                              1 	(obj:0.00131954022025571)
y(6,6)                                              1 	(obj:0.00187603294096851)
y(6,7)                                              1 	(obj:6.34865098521809e-05)
y(6,9)                                              1 	(obj:-0.000525324241705835)
y(6,12)                                             1 	(obj:0.000294821846062333)
y(6,17)                                             1 	(obj:0.000160081659285676)
y(6,19)                                             1 	(obj:0.00106243883463093)
y(6,20)                                             1 	(obj:-0.000791521991996707)
y(6,22)                                             1 	(obj:0.00109548980020365)
y(6,24)                                             1 	(obj:-0.000198012409032263)
y(6,25)                                             1 	(obj:0.000179375041338532)
y(6,26)                                             1 	(obj:0.00153933430242767)
y(6,28)                                             1 	(obj:0.000930222525899426)
y(6,30)                                             1 	(obj:-0.000156487470051058)
y(6,31)                                             1 	(obj:-0.000362468801936864)
y(6,33)                                             1 	(obj:-0.000300598951709729)
y(6,35)                                             1 	(obj:-0.000450134011790637)
y(6,37)                                             1 	(obj:0.000767809155149635)
y(6,42)                                             1 	(obj:0.00187270923320438)
y(6,43)                                             1 	(obj:-0.000886812881088614)
y(6,44)                                             1 	(obj:-0.000452810466848887)
y(6,47)                                             1 	(obj:1.07453979540493e-06)
y(6,48)                                             1 	(obj:0.000826443258615264)
y(6,49)                                             1 	(obj:-0.000348161253934057)
y(6,50)                                             1 	(obj:0.00111703666004294)
y(6,51)                                             1 	(obj:-0.000478918933121713)
y(6,53)                                             1 	(obj:0.000322760527308138)
y(6,56)                                             1 	(obj:3.97652580913396e-05)
y(6,59)                                             1 	(obj:-0.00107985186318162)
y(6,63)                                             1 	(obj:0.00136707059011157)
y(7,2)                                              1 	(obj:0.000560161160768238)
y(7,3)                                              1 	(obj:0.000778360266495252)
y(7,5)                                              1 	(obj:0.000525260244684295)
y(7,6)                                              1 	(obj:6.34865098521809e-05)
y(7,7)                                              1 	(obj:0.00197195777344812)
y(7,9)                                              1 	(obj:0.000752161161761014)
y(7,12)                                             1 	(obj:0.000650464547178177)
y(7,17)                                             1 	(obj:-0.000505238443675527)
y(7,19)                                             1 	(obj:0.000618387691881574)
y(7,20)                                             1 	(obj:0.000201410226346205)
y(7,22)                                             1 	(obj:0.000631605113256809)
y(7,24)                                             1 	(obj:7.39213161580661e-05)
y(7,25)                                             1 	(obj:7.77984283351073e-05)
y(7,26)                                             1 	(obj:-0.000163454791650044)
y(7,28)                                             1 	(obj:0.000446322369754922)
y(7,30)                                             1 	(obj:0.00042452579300622)
y(7,31)                                             1 	(obj:0.000366135036623993)
y(7,33)                                             1 	(obj:0.00109715624321412)
y(7,35)                                             1 	(obj:-0.000999664144037093)
y(7,37)                                             1 	(obj:0.000439194599679148)
y(7,42)                                             1 	(obj:0.000437795969573059)
y(7,43)                                             1 	(obj:0.000362008292596347)
y(7,44)                                             1 	(obj:-0.000341786570146426)
y(7,47)                                             1 	(obj:-0.000283211452816513)
y(7,48)                                             1 	(obj:0.000721118037797871)
y(7,49)                                             1 	(obj:0.000148396209622413)
y(7,50)                                             1 	(obj:0.00029139891318143)
y(7,51)                                             1 	(obj:-1.21013423942199e-05)
y(7,53)                                             1 	(obj:0.00138713569822015)
y(7,56)                                             1 	(obj:0.000135804974050343)
y(7,59)                                             1 	(obj:0.000206312964357945)
y(7,63)                                             1 	(obj:0.000584193833343357)
y(9,2)                                              1 	(obj:0.00087955793560488)
y(9,3)                                              1 	(obj:5.45330888741311e-05)
y(9,5)                                              1 	(obj:-0.000168949142070436)
y(9,6)                                              1 	(obj:-0.000525324241705835)
y(9,7)                                              1 	(obj:0.000752161161761014)
y(9,9)                                              1 	(obj:0.00200915327996858)
y(9,12)                                             1 	(obj:0.000408242679124684)
y(9,17)                                             1 	(obj:0.000269984332550176)
y(9,19)                                             1 	(obj:-9.17419387729341e-05)
y(9,20)                                             1 	(obj:0.00134179766600646)
y(9,22)                                             1 	(obj:1.39109214681706e-05)
y(9,24)                                             1 	(obj:-7.07718579532872e-05)
y(9,25)                                             1 	(obj:0.000624835138067679)
y(9,26)                                             1 	(obj:-0.000613448035579505)
y(9,28)                                             1 	(obj:0.000230340355648157)
y(9,30)                                             1 	(obj:0.000514946690083877)
y(9,31)                                             1 	(obj:0.000467289935895769)
y(9,33)                                             1 	(obj:0.00092474529298346)
y(9,35)                                             1 	(obj:0.000170539029831059)
y(9,37)                                             1 	(obj:0.000137730891772345)
y(9,42)                                             1 	(obj:-0.000402941071796349)
y(9,43)                                             1 	(obj:0.000911504515409554)
y(9,44)                                             1 	(obj:0.000441199474295418)
y(9,47)                                             1 	(obj:3.6944023604631e-05)
y(9,48)                                             1 	(obj:9.42319660804669e-05)
y(9,49)                                             1 	(obj:0.00120306289321606)
y(9,50)                                             1 	(obj:-0.000186408482709865)
y(9,51)                                             1 	(obj:0.000551006858486179)
y(9,53)                                             1 	(obj:0.00073732797512664)
y(9,56)                                             1 	(obj:0.000491124222402867)
y(9,59)                                             1 	(obj:0.000659959223975821)
y(9,63)                                             1 	(obj:0.000223528217871891)
y(12,2)                                             1 	(obj:-0.0003327709769903)
y(12,3)                                             1 	(obj:0.000343973818658556)
y(12,5)                                             1 	(obj:-2.08927490429213e-05)
y(12,6)                                             1 	(obj:0.000294821846062333)
y(12,7)                                             1 	(obj:0.000650464547178177)
y(12,9)                                             1 	(obj:0.000408242679124684)
y(12,12)                                            1 	(obj:0.00321711737293291)
y(12,17)                                            1 	(obj:0.000364079231372546)
y(12,19)                                            1 	(obj:-0.000102844784186449)
y(12,20)                                            1 	(obj:9.69311121820042e-05)
y(12,22)                                            1 	(obj:-1.67857047779953e-05)
y(12,24)                                            1 	(obj:0.00108106598632189)
y(12,25)                                            1 	(obj:0.00172623196736349)
y(12,26)                                            1 	(obj:-0.000458622985931272)
y(12,28)                                            1 	(obj:-0.000214443112772764)
y(12,30)                                            1 	(obj:-0.000652098890815804)
y(12,31)                                            1 	(obj:3.85455089293919e-05)
y(12,33)                                            1 	(obj:0.00123743801139116)
y(12,35)                                            1 	(obj:3.36717795167131e-05)
y(12,37)                                            1 	(obj:0.000483608682152731)
y(12,42)                                            1 	(obj:0.000294514813830976)
y(12,43)                                            1 	(obj:-0.000837874856687511)
y(12,44)                                            1 	(obj:0.000375938034999222)
y(12,47)                                            1 	(obj:0.000155273706278306)
y(12,48)                                            1 	(obj:0.00028282806675566)
y(12,49)                                            1 	(obj:-0.000658157643748419)
y(12,50)                                            1 	(obj:0.000131865101512274)
y(12,51)                                            1 	(obj:-0.000135004247939124)
y(12,53)                                            1 	(obj:0.000441313507744992)
y(12,56)                                            1 	(obj:0.000550397507852574)
y(12,59)                                            1 	(obj:0.000333902806629044)
y(12,63)                                            1 	(obj:0.000388767623354376)
y(17,2)                                             1 	(obj:-6.92147083404742e-05)
y(17,3)                                             1 	(obj:0.000169103098112581)
y(17,5)                                             1 	(obj:-0.000151533985638849)
y(17,6)                                             1 	(obj:0.000160081659285676)
y(17,7)                                             1 	(obj:-0.000505238443675527)
y(17,9)                                             1 	(obj:0.000269984332550176)
y(17,12)                                            1 	(obj:0.000364079231372546)
y(17,17)                                            1 	(obj:0.00406061314740945)
y(17,19)                                            1 	(obj:-0.000696404580447025)
y(17,20)                                            1 	(obj:0.000318563469710166)
y(17,22)                                            1 	(obj:-0.000606941736456304)
y(17,24)                                            1 	(obj:0.000416850567078376)
y(17,25)                                            1 	(obj:0.000435636260585298)
y(17,26)                                            1 	(obj:-0.000360486106397822)
y(17,28)                                            1 	(obj:-0.000899285228223384)
y(17,30)                                            1 	(obj:-5.68967859863419e-05)
y(17,31)                                            1 	(obj:0.000230354054939965)
y(17,33)                                            1 	(obj:-0.000791138598389743)
y(17,35)                                            1 	(obj:0.00016203192718851)
y(17,37)                                            1 	(obj:-0.00127559336085269)
y(17,42)                                            1 	(obj:-0.000818192102331947)
y(17,43)                                            1 	(obj:0.000271603916369986)
y(17,44)                                            1 	(obj:-0.000591199461615833)
y(17,47)                                            1 	(obj:0.00178855735018299)
y(17,48)                                            1 	(obj:-0.000541734430644894)
y(17,49)                                            1 	(obj:0.000502424822269883)
y(17,50)                                            1 	(obj:-0.000627863303848839)
y(17,51)                                            1 	(obj:-0.000307773539159513)
y(17,53)                                            1 	(obj:-0.000113580216566387)
y(17,56)                                            1 	(obj:1.94940747270543e-05)
y(17,59)                                            1 	(obj:-0.000650181078595358)
y(17,63)                                            1 	(obj:-0.000618393903220108)
y(19,2)                                             1 	(obj:-0.000138917088530436)
y(19,3)                                             1 	(obj:0.000431086919422616)
y(19,5)                                             1 	(obj:0.0019153664234076)
y(19,6)                                             1 	(obj:0.00106243883463093)
y(19,7)                                             1 	(obj:0.000618387691881574)
y(19,9)                                             1 	(obj:-9.17419387729341e-05)
y(19,12)                                            1 	(obj:-0.000102844784186449)
y(19,17)                                            1 	(obj:-0.000696404580447025)
y(19,19)                                            1 	(obj:0.0018308556487598)
y(19,20)                                            1 	(obj:-5.31010875577911e-05)
y(19,22)                                            1 	(obj:0.00182287423034347)
y(19,24)                                            1 	(obj:-0.000467348619016759)
y(19,25)                                            1 	(obj:-9.10844656999537e-05)
y(19,26)                                            1 	(obj:0.00158614198055911)
y(19,28)                                            1 	(obj:0.00158518187759283)
y(19,30)                                            1 	(obj:-0.000165117515221994)
y(19,31)                                            1 	(obj:-0.000134201120859919)
y(19,33)                                            1 	(obj:-9.93502437485551e-05)
y(19,35)                                            1 	(obj:-0.000972270243552208)
y(19,37)                                            1 	(obj:0.000859335770549886)
y(19,42)                                            1 	(obj:0.00208338309817025)
y(19,43)                                            1 	(obj:-0.000473273610516277)
y(19,44)                                            1 	(obj:-0.000357588948761136)
y(19,47)                                            1 	(obj:-0.000432206399741959)
y(19,48)                                            1 	(obj:0.00103928002986853)
y(19,49)                                            1 	(obj:-0.000322179083652702)
y(19,50)                                            1 	(obj:0.00156597059656709)
y(19,51)                                            1 	(obj:-0.000142352393335948)
y(19,53)                                            1 	(obj:0.000333319455057336)
y(19,56)                                            1 	(obj:0.000345847108518875)
y(19,59)                                            1 	(obj:-0.00125482170762469)
y(19,63)                                            1 	(obj:0.00118877146838492)
y(20,2)                                             1 	(obj:0.00101212338273306)
y(20,3)                                             1 	(obj:0.000242556858085244)
y(20,5)                                             1 	(obj:0.000174550425270828)
y(20,6)                                             1 	(obj:-0.000791521991996707)
y(20,7)                                             1 	(obj:0.000201410226346205)
y(20,9)                                             1 	(obj:0.00134179766600646)
y(20,12)                                            1 	(obj:9.69311121820042e-05)
y(20,17)                                            1 	(obj:0.000318563469710166)
y(20,19)                                            1 	(obj:-5.31010875577911e-05)
y(20,20)                                            1 	(obj:0.0024974017689524)
y(20,22)                                            1 	(obj:9.95390339553962e-05)
y(20,24)                                            1 	(obj:-5.28545387692614e-05)
y(20,25)                                            1 	(obj:0.000855354699422243)
y(20,26)                                            1 	(obj:-0.000404099089452239)
y(20,28)                                            1 	(obj:0.000161156086446759)
y(20,30)                                            1 	(obj:0.000514836068915501)
y(20,31)                                            1 	(obj:0.000954028059063435)
y(20,33)                                            1 	(obj:0.000697466384963398)
y(20,35)                                            1 	(obj:-0.000858641387842774)
y(20,37)                                            1 	(obj:0.000158917234442511)
y(20,42)                                            1 	(obj:-0.000448407136700187)
y(20,43)                                            1 	(obj:0.000769878109604865)
y(20,44)                                            1 	(obj:0.000732973636496059)
y(20,47)                                            1 	(obj:0.000260778064839007)
y(20,48)                                            1 	(obj:-0.00016717380469861)
y(20,49)                                            1 	(obj:0.000646667023907244)
y(20,50)                                            1 	(obj:-0.000359274470029948)
y(20,51)                                            1 	(obj:0.000877588315174022)
y(20,53)                                            1 	(obj:9.3454621215423e-05)
y(20,56)                                            1 	(obj:0.000429832984344543)
y(20,59)                                            1 	(obj:0.000671999428609393)
y(20,63)                                            1 	(obj:-0.00021562651963877)
y(22,2)                                             1 	(obj:-2.23667725972603e-05)
y(22,3)                                             1 	(obj:0.000628921174951105)
y(22,5)                                             1 	(obj:0.00205966915911016)
y(22,6)                                             1 	(obj:0.00109548980020365)
y(22,7)                                             1 	(obj:0.000631605113256809)
y(22,9)                                             1 	(obj:1.39109214681706e-05)
y(22,12)                                            1 	(obj:-1.67857047779953e-05)
y(22,17)                                            1 	(obj:-0.000606941736456304)
y(22,19)                                            1 	(obj:0.00182287423034347)
y(22,20)                                            1 	(obj:9.95390339553962e-05)
y(22,22)                                            1 	(obj:0.00199990397937449)
y(22,24)                                            1 	(obj:-0.000509344418208052)
y(22,25)                                            1 	(obj:-0.000108858087747176)
y(22,26)                                            1 	(obj:0.00160997223219799)
y(22,28)                                            1 	(obj:0.00149921188144319)
y(22,30)                                            1 	(obj:7.14931986862324e-05)
y(22,31)                                            1 	(obj:-0.000173569859029909)
y(22,33)                                            1 	(obj:-1.75877083956967e-05)
y(22,35)                                            1 	(obj:-0.00117829470619304)
y(22,37)                                            1 	(obj:0.000853768126336504)
y(22,42)                                            1 	(obj:0.00221791578954094)
y(22,43)                                            1 	(obj:-0.000239761994985841)
y(22,44)                                            1 	(obj:-0.000220495541878809)
y(22,47)                                            1 	(obj:-0.00045820494388936)
y(22,48)                                            1 	(obj:0.0010614751183116)
y(22,49)                                            1 	(obj:-9.60613465914591e-05)
y(22,50)                                            1 	(obj:0.00160481587596201)
y(22,51)                                            1 	(obj:-7.90210683407585e-05)
y(22,53)                                            1 	(obj:0.000399226910041634)
y(22,56)                                            1 	(obj:0.000389562457426578)
y(22,59)                                            1 	(obj:-0.000852064401028588)
y(22,63)                                            1 	(obj:0.00127180739075084)
y(24,2)                                             1 	(obj:-0.00041053833340029)
y(24,3)                                             1 	(obj:0.000562184645924487)
y(24,5)                                             1 	(obj:-0.000751074273335714)
y(24,6)                                             1 	(obj:-0.000198012409032263)
y(24,7)                                             1 	(obj:7.39213161580661e-05)
y(24,9)                                             1 	(obj:-7.07718579532872e-05)
y(24,12)                                            1 	(obj:0.00108106598632189)
y(24,17)                                            1 	(obj:0.000416850567078376)
y(24,19)                                            1 	(obj:-0.000467348619016759)
y(24,20)                                            1 	(obj:-5.28545387692614e-05)
y(24,22)                                            1 	(obj:-0.000509344418208052)
y(24,24)                                            1 	(obj:0.00157388971405527)
y(24,25)                                            1 	(obj:0.00123380816924325)
y(24,26)                                            1 	(obj:-0.000548892296169196)
y(24,28)                                            1 	(obj:-0.0010435410466804)
y(24,30)                                            1 	(obj:-0.000122833420454516)
y(24,31)                                            1 	(obj:0.000579321385678807)
y(24,33)                                            1 	(obj:0.000261224050711587)
y(24,35)                                            1 	(obj:0.000200913644847435)
y(24,37)                                            1 	(obj:9.2745435311215e-05)
y(24,42)                                            1 	(obj:-0.00103857458681479)
y(24,43)                                            1 	(obj:-0.000156553896763318)
y(24,44)                                            1 	(obj:0.000197030158318536)
y(24,47)                                            1 	(obj:0.000284020653099552)
y(24,48)                                            1 	(obj:-0.000242684289023475)
y(24,49)                                            1 	(obj:-0.000322049423172429)
y(24,50)                                            1 	(obj:-0.000375507610061143)
y(24,51)                                            1 	(obj:-1.04748352925904e-05)
y(24,53)                                            1 	(obj:1.07746783133831e-05)
y(24,56)                                            1 	(obj:0.000351389187200753)
y(24,59)                                            1 	(obj:0.000337839506662539)
y(24,63)                                            1 	(obj:-0.000322561817325097)
y(25,2)                                             1 	(obj:-0.000679180717053773)
y(25,3)                                             1 	(obj:0.000369499177740442)
y(25,5)                                             1 	(obj:-0.000163747994774255)
y(25,6)                                             1 	(obj:0.000179375041338532)
y(25,7)                                             1 	(obj:7.77984283351073e-05)
y(25,9)                                             1 	(obj:0.000624835138067679)
y(25,12)                                            1 	(obj:0.00172623196736349)
y(25,17)                                            1 	(obj:0.000435636260585298)
y(25,19)                                            1 	(obj:-9.10844656999537e-05)
y(25,20)                                            1 	(obj:0.000855354699422243)
y(25,22)                                            1 	(obj:-0.000108858087747176)
y(25,24)                                            1 	(obj:0.00123380816924325)
y(25,25)                                            1 	(obj:0.00216378101032914)
y(25,26)                                            1 	(obj:-0.000189118269211448)
y(25,28)                                            1 	(obj:-0.000264021149440416)
y(25,30)                                            1 	(obj:-0.000520083848169589)
y(25,31)                                            1 	(obj:0.000656471630652595)
y(25,33)                                            1 	(obj:0.000541889120900203)
y(25,35)                                            1 	(obj:-0.000222445498718108)
y(25,37)                                            1 	(obj:0.000630863558212962)
y(25,42)                                            1 	(obj:-0.000301149970079209)
y(25,43)                                            1 	(obj:-0.000716837651737878)
y(25,44)                                            1 	(obj:0.00056192956761727)
y(25,47)                                            1 	(obj:0.000381141114237558)
y(25,48)                                            1 	(obj:0.000224300229155513)
y(25,49)                                            1 	(obj:-0.00057343917104035)
y(25,50)                                            1 	(obj:-7.44409198619256e-05)
y(25,51)                                            1 	(obj:0.000194493672611929)
y(25,53)                                            1 	(obj:0.000129481934527779)
y(25,56)                                            1 	(obj:0.000705036261031621)
y(25,59)                                            1 	(obj:0.000162176124052663)
y(25,63)                                            1 	(obj:0.000364449978989047)
y(26,2)                                             1 	(obj:-0.000533711986381692)
y(26,3)                                             1 	(obj:0.000339763713747398)
y(26,5)                                             1 	(obj:0.00182590785820351)
y(26,6)                                             1 	(obj:0.00153933430242767)
y(26,7)                                             1 	(obj:-0.000163454791650044)
y(26,9)                                             1 	(obj:-0.000613448035579505)
y(26,12)                                            1 	(obj:-0.000458622985931272)
y(26,17)                                            1 	(obj:-0.000360486106397822)
y(26,19)                                            1 	(obj:0.00158614198055911)
y(26,20)                                            1 	(obj:-0.000404099089452239)
y(26,22)                                            1 	(obj:0.00160997223219799)
y(26,24)                                            1 	(obj:-0.000548892296169196)
y(26,25)                                            1 	(obj:-0.000189118269211448)
y(26,26)                                            1 	(obj:0.00220278882248328)
y(26,28)                                            1 	(obj:0.00158986948374474)
y(26,30)                                            1 	(obj:-0.000148810140116382)
y(26,31)                                            1 	(obj:-0.000330637009825008)
y(26,33)                                            1 	(obj:-0.000874977810569369)
y(26,35)                                            1 	(obj:-0.000937759294012264)
y(26,37)                                            1 	(obj:0.000717335708501575)
y(26,42)                                            1 	(obj:0.00222687568961518)
y(26,43)                                            1 	(obj:-0.000708700161093413)
y(26,44)                                            1 	(obj:-0.000487192889605351)
y(26,47)                                            1 	(obj:-0.00025062253842942)
y(26,48)                                            1 	(obj:0.000766430761374308)
y(26,49)                                            1 	(obj:-0.000305777404320817)
y(26,50)                                            1 	(obj:0.00145167607268431)
y(26,51)                                            1 	(obj:-0.000192772653660115)
y(26,53)                                            1 	(obj:-5.57268688521949e-05)
y(26,56)                                            1 	(obj:0.000144948602496428)
y(26,59)                                            1 	(obj:-0.0015468752633987)
y(26,63)                                            1 	(obj:0.00112291305050183)
y(28,2)                                             1 	(obj:5.49390235331959e-05)
y(28,3)                                             1 	(obj:7.24386086987139e-05)
y(28,5)                                             1 	(obj:0.0017317588239773)
y(28,6)                                             1 	(obj:0.000930222525899426)
y(28,7)                                             1 	(obj:0.000446322369754922)
y(28,9)                                             1 	(obj:0.000230340355648157)
y(28,12)                                            1 	(obj:-0.000214443112772764)
y(28,17)                                            1 	(obj:-0.000899285228223384)
y(28,19)                                            1 	(obj:0.00158518187759283)
y(28,20)                                            1 	(obj:0.000161156086446759)
y(28,22)                                            1 	(obj:0.00149921188144319)
y(28,24)                                            1 	(obj:-0.0010435410466804)
y(28,25)                                            1 	(obj:-0.000264021149440416)
y(28,26)                                            1 	(obj:0.00158986948374474)
y(28,28)                                            1 	(obj:0.00208369621744165)
y(28,30)                                            1 	(obj:-0.000269649538955799)
y(28,31)                                            1 	(obj:-0.000374809628608844)
y(28,33)                                            1 	(obj:-0.000131107189800396)
y(28,35)                                            1 	(obj:-0.000678804304770459)
y(28,37)                                            1 	(obj:0.000857372263044325)
y(28,42)                                            1 	(obj:0.00214803841992555)
y(28,43)                                            1 	(obj:-0.000534973243227966)
y(28,44)                                            1 	(obj:-0.000421990086591829)
y(28,47)                                            1 	(obj:-0.000449098418540254)
y(28,48)                                            1 	(obj:0.000927691105149138)
y(28,49)                                            1 	(obj:-0.000152163046710311)
y(28,50)                                            1 	(obj:0.00131693778248558)
y(28,51)                                            1 	(obj:-7.00571360569315e-05)
y(28,53)                                            1 	(obj:0.000304711729937777)
y(28,56)                                            1 	(obj:0.000325175238847694)
y(28,59)                                            1 	(obj:-0.00156134630460872)
y(28,63)                                            1 	(obj:0.00113697130608127)
y(30,2)                                             1 	(obj:0.00115923486227499)
y(30,3)                                             1 	(obj:0.000878085314404275)
y(30,5)                                             1 	(obj:0.000110210369489541)
y(30,6)                                             1 	(obj:-0.000156487470051058)
y(30,7)                                             1 	(obj:0.00042452579300622)
y(30,9)                                             1 	(obj:0.000514946690083877)
y(30,12)                                            1 	(obj:-0.000652098890815804)
y(30,17)                                            1 	(obj:-5.68967859863419e-05)
y(30,19)                                            1 	(obj:-0.000165117515221994)
y(30,20)                                            1 	(obj:0.000514836068915501)
y(30,22)                                            1 	(obj:7.14931986862324e-05)
y(30,24)                                            1 	(obj:-0.000122833420454516)
y(30,25)                                            1 	(obj:-0.000520083848169589)
y(30,26)                                            1 	(obj:-0.000148810140116382)
y(30,28)                                            1 	(obj:-0.000269649538955799)
y(30,30)                                            1 	(obj:0.00166140901904437)
y(30,31)                                            1 	(obj:0.000607750835886537)
y(30,33)                                            1 	(obj:0.000610732603938637)
y(30,35)                                            1 	(obj:-0.000861957677330038)
y(30,37)                                            1 	(obj:0.000191119534563572)
y(30,42)                                            1 	(obj:-0.000180542904125377)
y(30,43)                                            1 	(obj:0.00147616337300927)
y(30,44)                                            1 	(obj:0.000390085542045659)
y(30,47)                                            1 	(obj:-0.000142141613520152)
y(30,48)                                            1 	(obj:-7.32042147014337e-05)
y(30,49)                                            1 	(obj:0.00127272751842439)
y(30,50)                                            1 	(obj:-0.000237839826374376)
y(30,51)                                            1 	(obj:0.000495472462146912)
y(30,53)                                            1 	(obj:0.000492562984436252)
y(30,56)                                            1 	(obj:-9.25518156785389e-05)
y(30,59)                                            1 	(obj:0.00095381463433418)
y(30,63)                                            1 	(obj:-3.65891913941392e-05)
y(31,2)                                             1 	(obj:0.000572628536548072)
y(31,3)                                             1 	(obj:0.00105153048977426)
y(31,5)                                             1 	(obj:0.000151256038346963)
y(31,6)                                             1 	(obj:-0.000362468801936864)
y(31,7)                                             1 	(obj:0.000366135036623993)
y(31,9)                                             1 	(obj:0.000467289935895769)
y(31,12)                                            1 	(obj:3.85455089293919e-05)
y(31,17)                                            1 	(obj:0.000230354054939965)
y(31,19)                                            1 	(obj:-0.000134201120859919)
y(31,20)                                            1 	(obj:0.000954028059063435)
y(31,22)                                            1 	(obj:-0.000173569859029909)
y(31,24)                                            1 	(obj:0.000579321385678807)
y(31,25)                                            1 	(obj:0.000656471630652595)
y(31,26)                                            1 	(obj:-0.000330637009825008)
y(31,28)                                            1 	(obj:-0.000374809628608844)
y(31,30)                                            1 	(obj:0.000607750835886537)
y(31,31)                                            1 	(obj:0.00166919255406806)
y(31,33)                                            1 	(obj:0.000280407145545743)
y(31,35)                                            1 	(obj:-0.000518249569927447)
y(31,37)                                            1 	(obj:3.8274199208626e-05)
y(31,42)                                            1 	(obj:-0.000676089204107072)
y(31,43)                                            1 	(obj:0.000344958797881206)
y(31,44)                                            1 	(obj:3.04849710215363e-05)
y(31,47)                                            1 	(obj:9.28744342607837e-05)
y(31,48)                                            1 	(obj:-0.000329921068263904)
y(31,49)                                            1 	(obj:0.000233534411749008)
y(31,50)                                            1 	(obj:-0.000312630217867865)
y(31,51)                                            1 	(obj:0.000436811559003992)
y(31,53)                                            1 	(obj:0.000326718336023856)
y(31,56)                                            1 	(obj:0.000280254890234829)
y(31,59)                                            1 	(obj:0.000525219553283288)
y(31,63)                                            1 	(obj:-0.000383548650603305)
y(33,2)                                             1 	(obj:0.000938583587918345)
y(33,3)                                             1 	(obj:0.000315661902465177)
y(33,5)                                             1 	(obj:-0.00027077172664851)
