SCIP version 7.0.2 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: SoPlex 5.0.2] [GitHash: e9d280a398]
Copyright (C) 2002-2020 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

External codes: 
  SoPlex 5.0.2         Linear Programming Solver developed at Zuse Institute Berlin (soplex.zib.de) [GitHash: e24c304e]
  CppAD 20180000.0     Algorithmic Differentiation of C++ algorithms developed by B. Bell (www.coin-or.org/CppAD)
  MPIR 3.0.0           Multiple Precision Integers and Rationals Library developed by W. Hart (mpir.org)
  ZIMPL 3.4.0          Zuse Institute Mathematical Programming Language developed by T. Koch (zimpl.zib.de)
  PaPILO 1.0.2         parallel presolve for integer and linear optimization (https://github.com/lgottwald/PaPILO) [GitHash: 62d2842]
  bliss 0.73p          Computing Graph Automorphism Groups by T. Junttila and P. Kaski (http://www.tcs.hut.fi/Software/bliss/)
  Ipopt 3.12.9         Interior Point Optimizer developed by A. Waechter et.al. (www.coin-or.org/Ipopt)

user parameter file <scip.set> not found - using default parameters

read problem <C:\Users\claudio\Documents\GitHub\embedding\src\lp\N64_B0.5_diversified_classical\IPL_linearized_N64q3.00B32.lp>
============

original problem has 4160 variables (0 bin, 4160 int, 0 impl, 0 cont) and 12289 constraints

solve problem
=============

presolving:
(round 1, fast)       64 del vars, 64 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 0 upgd conss, 0 impls, 8064 clqs
(round 2, fast)       64 del vars, 192 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 0 upgd conss, 0 impls, 8064 clqs
   (0.0s) running MILP presolver
   (0.0s) MILP presolver found nothing
(round 3, exhaustive) 64 del vars, 192 del conss, 0 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 8064 clqs
(round 4, exhaustive) 64 del vars, 12288 del conss, 4032 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 8064 clqs
(round 5, exhaustive) 2080 del vars, 14304 del conss, 4032 add conss, 0 chg bounds, 64 chg sides, 64 chg coeffs, 12096 upgd conss, 0 impls, 4032 clqs
   (0.0s) probing: 51/2080 (2.5%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.0s) probing aborted: 50/50 successive totally useless probings
   (0.0s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (0.0s) no symmetry present
presolving (6 rounds: 6 fast, 4 medium, 4 exhaustive):
 2080 deleted vars, 14304 deleted constraints, 4032 added constraints, 0 tightened bounds, 0 added holes, 64 changed sides, 64 changed coefficients
 0 implications, 4032 cliques
presolved problem has 2080 variables (2080 bin, 0 int, 0 impl, 0 cont) and 2017 constraints
   2016 constraints of type <and>
      1 constraints of type <linear>
Presolving Time: 0.00

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  3.0s|     1 |     0 |  2594 |     - |    70M |   0 |2080 |2077 |4443 | 417 | 15 |  60 |   0 |-7.756340e-02 | 3.756497e-01 |    Inf | unknown
  3.0s|     1 |     0 |  2727 |     - |    72M |   0 |2080 |2078 |4466 | 440 | 16 |  61 |   0 |-7.575099e-02 | 3.756497e-01 |    Inf | unknown
  3.0s|     1 |     0 |  2888 |     - |    75M |   0 |2080 |2078 |4472 | 456 | 17 |  61 |   0 |-7.360015e-02 | 3.756497e-01 |    Inf | unknown
  3.0s|     1 |     0 |  3050 |     - |    75M |   0 |2080 |2079 |4499 | 483 | 18 |  62 |   0 |-7.089005e-02 | 3.756497e-01 |    Inf | unknown
  3.0s|     1 |     0 |  3257 |     - |    77M |   0 |2080 |2079 |4519 | 503 | 19 |  62 |   0 |-6.836105e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  3494 |     - |    82M |   0 |2080 |2080 |4539 | 523 | 20 |  63 |   0 |-6.559642e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  3733 |     - |    82M |   0 |2080 |2081 |4553 | 537 | 21 |  64 |   0 |-6.382504e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  4035 |     - |    82M |   0 |2080 |2081 |4580 | 564 | 22 |  64 |   0 |-6.258660e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  4222 |     - |    82M |   0 |2080 |2082 |4598 | 595 | 23 |  65 |   0 |-6.177173e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  4357 |     - |    82M |   0 |2080 |2092 |4608 | 605 | 24 |  75 |   0 |-6.115368e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  4509 |     - |    82M |   0 |2080 |2093 |4615 | 612 | 25 |  76 |   0 |-6.071038e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  4565 |     - |    82M |   0 |2080 |2093 |4622 | 619 | 26 |  76 |   0 |-6.059986e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  4625 |     - |    82M |   0 |2080 |2102 |4626 | 623 | 27 |  85 |   0 |-6.049744e-02 | 3.756497e-01 |    Inf | unknown
  4.0s|     1 |     0 |  4677 |     - |    82M |   0 |2080 |2103 |4631 | 628 | 28 |  86 |   0 |-6.045706e-02 | 3.756497e-01 |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  8.0s|     1 |     0 |  4717 |     - |    82M |   0 |2080 |2104 |4622 | 633 | 29 |  87 |   0 |-6.041347e-02 | 3.756497e-01 |    Inf | unknown
  8.0s|     1 |     0 |  4781 |     - |    82M |   0 |2080 |2104 |4627 | 638 | 30 |  87 |   0 |-6.031877e-02 | 3.756497e-01 |    Inf | unknown
  8.0s|     1 |     0 |  4863 |     - |    82M |   0 |2080 |2105 |4631 | 642 | 31 |  88 |   0 |-6.025490e-02 | 3.756497e-01 |    Inf | unknown
  8.0s|     1 |     0 |  4902 |     - |    82M |   0 |2080 |2105 |4633 | 644 | 32 |  88 |   0 |-6.023380e-02 | 3.756497e-01 |    Inf | unknown
  8.0s|     1 |     0 |  4939 |     - |    82M |   0 |2080 |2106 |4634 | 645 | 33 |  89 |   0 |-6.021106e-02 | 3.756497e-01 |    Inf | unknown
  8.0s|     1 |     0 |  4961 |     - |    83M |   0 |2080 |2106 |4635 | 646 | 34 |  89 |   0 |-6.020728e-02 | 3.756497e-01 |    Inf | unknown
  8.0s|     1 |     0 |  4987 |     - |    83M |   0 |2080 |2107 |4586 | 648 | 35 |  90 |   0 |-6.019349e-02 | 3.756497e-01 |    Inf | unknown
  9.0s|     1 |     0 |  5043 |     - |    83M |   0 |2080 |2117 |4588 | 650 | 36 | 100 |   0 |-6.016814e-02 | 3.756497e-01 |    Inf | unknown
  9.0s|     1 |     0 |  5060 |     - |    83M |   0 |2080 |2118 |4590 | 652 | 37 | 101 |   0 |-6.016561e-02 | 3.756497e-01 |    Inf | unknown
d11.0s|     1 |     0 | 22560 |     - |conflict|   0 |2080 |2130 |4590 |   0 | 37 | 113 |   0 |-6.016561e-02 | 3.684927e-01 |    Inf | unknown
 11.0s|     1 |     0 | 22560 |     - |    84M |   0 |2080 |2130 |4590 | 652 | 37 | 113 |   0 |-6.016561e-02 | 3.684927e-01 |    Inf | unknown
 11.0s|     1 |     0 | 22585 |     - |    84M |   0 |2080 |2130 |4577 | 653 | 38 | 113 |   0 |-6.016172e-02 | 3.684927e-01 |    Inf | unknown
 14.0s|     1 |     2 | 22585 |     - |    84M |   0 |2080 |2131 |4577 | 653 | 39 | 114 |  19 |-5.182829e-02 | 3.684927e-01 |    Inf | unknown
d33.0s|    16 |    17 | 28358 |1551.5 |pscostdi|  15 |2080 |2119 |4743 |   0 |  2 | 114 | 273 |-5.182829e-02 | 2.402674e-01 |    Inf | unknown
o44.0s|    76 |    77 | 64362 | 790.4 |objpscos|  16 |2080 |2119 |4875 |1482 |  1 | 124 | 310 |-2.618250e-02 | 2.140670e-01 |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 51.0s|   100 |   101 | 83119 | 788.2 |   108M |  17 |2080 |2119 |4952 |1819 |  1 | 124 | 322 |-2.618250e-02 | 2.140670e-01 |    Inf | unknown
o87.0s|   200 |   201 |219066 |1075.3 |objpscos|  17 |2080 |2174 |5131 |3039 | 11 | 179 | 392 | 1.657885e-02 | 2.088812e-01 |1159.93%| unknown
o 133s|   253 |   254 |371592 |1454.4 |objpscos|  17 |2080 |2119 |5224 |4384 |  8 | 188 | 450 | 2.848306e-02 | 1.980520e-01 | 595.33%| unknown
  167s|   300 |   289 |475740 |1574.1 |   210M |  17 |2080 |2151 |5354 |5211 |  2 | 220 | 503 | 2.848306e-02 | 1.980520e-01 | 595.33%| unknown
  214s|   400 |   329 |614488 |1527.3 |   237M |  22 |2080 |2176 |5400 |6646 | 10 | 245 | 571 | 3.260322e-02 | 1.980520e-01 | 507.46%| unknown
o 227s|   415 |   338 |659359 |1580.4 |objpscos|  22 |2080 |2205 |5262 |7034 |  2 | 274 | 594 | 3.278809e-02 | 1.926111e-01 | 487.44%| unknown
  269s|   500 |   362 |776976 |1546.9 |   253M |  22 |2080 |2240 |5371 |8126 |  0 | 309 | 656 | 3.432049e-02 | 1.926111e-01 | 461.21%|  12.67%
  316s|   600 |   376 |928237 |1541.2 |   264M |  22 |2080 |2271 |5488 |9305 |  2 | 340 | 741 | 3.714513e-02 | 1.926111e-01 | 418.54%|  14.08%
L 332s|   615 |   390 |986035 |1597.6 |    rins|  22 |2080 |2296 |5358 |9529 |  2 | 365 | 751 | 4.004459e-02 | 1.920993e-01 | 379.71%|  14.53%
  361s|   700 |   395 |  1080k|1539.1 |   270M |  22 |2080 |2296 |5296 |  10k|  2 | 365 | 791 | 4.248962e-02 | 1.920993e-01 | 352.11%|  15.12%
  416s|   800 |   395 |  1236k|1540.9 |   288M |  22 |2080 |2328 |5428 |  11k|  3 | 397 | 881 | 4.615542e-02 | 1.920993e-01 | 316.20%|  17.01%
  483s|   900 |   395 |  1420k|1574.7 |   324M |  22 |2080 |2355 |5520 |  12k|  2 | 426 | 992 | 4.734961e-02 | 1.920993e-01 | 305.70%|  19.06%
  517s|  1000 |   395 |  1516k|1512.7 |   339M |  24 |2080 |2355 |5575 |  12k|  0 | 426 |1046 | 4.734961e-02 | 1.920993e-01 | 305.70%|  19.24%
  567s|  1100 |   395 |  1658k|1504.7 |   362M |  24 |2080 |2369 |5635 |  13k|  0 | 440 |1113 | 4.820988e-02 | 1.920993e-01 | 298.46%|  20.16%
L 580s|  1150 |   401 |  1695k|1471.0 |    rins|  25 |2080 |2369 |5439 |  14k|  2 | 440 |1132 | 4.830408e-02 | 1.916066e-01 | 296.67%|  20.47%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  594s|  1200 |   393 |  1734k|1442.6 |   360M |  25 |2080 |2378 |5446 |  14k|  0 | 450 |1161 | 4.989597e-02 | 1.916066e-01 | 284.01%|  20.99%
  633s|  1300 |   391 |  1847k|1418.2 |   364M |  25 |2080 |2415 |5370 |  15k|  0 | 488 |1225 | 5.078477e-02 | 1.916066e-01 | 277.29%|  22.23%
  704s|  1400 |   377 |  2032k|1449.0 |   379M |  25 |2080 |2438 |5549 |  16k|  0 | 511 |1336 | 5.227781e-02 | 1.916066e-01 | 266.52%|  25.05%
  763s|  1500 |   379 |  2210k|1471.0 |   395M |  25 |2080 |2492 |5585 |  17k|  9 | 567 |1425 | 5.332977e-02 | 1.916066e-01 | 259.29%|  25.95%
  809s|  1600 |   383 |  2334k|1456.7 |   400M |  25 |2080 |2554 |5532 |  18k|  2 | 631 |1510 | 5.610960e-02 | 1.916066e-01 | 241.49%|  27.06%
  885s|  1700 |   371 |  2537k|1490.3 |   406M |  25 |2080 |2652 |5478 |  20k|  0 | 731 |1647 | 5.788501e-02 | 1.916066e-01 | 231.01%|  29.96%
  944s|  1800 |   363 |  2701k|1498.7 |   408M |  25 |2080 |2721 |5652 |  21k|  0 | 802 |1759 | 5.906324e-02 | 1.916066e-01 | 224.41%|  32.02%
 1032s|  1900 |   337 |  2943k|1547.1 |   421M |  25 |2080 |2760 |5671 |  22k|  1 | 852 |1907 | 6.332637e-02 | 1.916066e-01 | 202.57%|  36.66%
 1110s|  2000 |   327 |  3156k|1576.3 |   417M |  25 |2080 |2815 |5577 |  24k|  0 | 912 |2037 | 6.422049e-02 | 1.916066e-01 | 198.36%|  40.21%
 1156s|  2100 |   321 |  3289k|1564.9 |   421M |  25 |2080 |2841 |5748 |  25k|  0 | 941 |2119 | 6.787667e-02 | 1.916066e-01 | 182.29%|  41.69%
 1230s|  2200 |   317 |  3486k|1583.2 |   446M |  25 |2080 |2930 |5684 |  26k|  2 |1037 |2264 | 7.156744e-02 | 1.916066e-01 | 167.73%|  43.96%
 1291s|  2300 |   295 |  3670k|1594.4 |   456M |  25 |2080 |2968 |5652 |  27k|  0 |1080 |2387 | 7.529868e-02 | 1.916066e-01 | 154.46%|  48.39%
 1342s|  2400 |   271 |  3812k|1587.0 |   458M |  25 |2080 |3026 |5145 |  28k|  0 |1143 |2521 | 7.814923e-02 | 1.916066e-01 | 145.18%|  52.21%
 1404s|  2500 |   249 |  4025k|1608.8 |   473M |  25 |2080 |3054 |5516 |  29k|  0 |1176 |2587 | 8.291462e-02 | 1.916066e-01 | 131.09%|  57.49%
 1433s|  2600 |   239 |  4123k|1584.6 |   473M |  25 |2080 |3125 |5433 |  30k|  0 |1256 |2656 | 8.365085e-02 | 1.916066e-01 | 129.06%|  59.29%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1479s|  2700 |   233 |  4233k|1566.8 |   474M |  25 |2080 |3223 |5679 |  31k|  0 |1359 |2810 | 8.807975e-02 | 1.916066e-01 | 117.54%|  60.56%
 1556s|  2800 |   197 |  4481k|1599.2 |   471M |  25 |2080 |3288 |5563 |  32k|  3 |1435 |2919 | 8.911213e-02 | 1.916066e-01 | 115.02%|  66.88%
 1584s|  2900 |   191 |  4586k|1580.4 |   473M |  25 |2080 |3327 |5442 |  33k|  0 |1477 |2967 | 9.480318e-02 | 1.916066e-01 | 102.11%|  68.39%
 1605s|  3000 |   185 |  4675k|1557.3 |   476M |  25 |2080 |3346 |5495 |  34k|  0 |1497 |2987 | 9.588718e-02 | 1.916066e-01 |  99.83%|  69.53%
 1650s|  3100 |   175 |  4838k|1559.6 |   477M |  25 |2080 |3338 |5575 |  34k|  0 |1497 |3016 | 9.776246e-02 | 1.916066e-01 |  95.99%|  75.10%
 1687s|  3200 |   165 |  4991k|1558.8 |   478M |  25 |2080 |3384 |5194 |  35k|  2 |1550 |3058 | 9.993503e-02 | 1.916066e-01 |  91.73%|  78.73%
 1728s|  3300 |   145 |  5164k|1564.1 |   481M |  25 |2080 |3389 |5575 |  36k|  0 |1560 |3065 | 1.005402e-01 | 1.916066e-01 |  90.58%|  83.57%
 1756s|  3400 |   135 |  5273k|1550.1 |   482M |  25 |2080 |3425 |5608 |  37k|  2 |1599 |3109 | 1.041677e-01 | 1.916066e-01 |  83.94%|  85.71%
 1771s|  3500 |   141 |  5337k|1524.0 |   482M |  26 |2080 |3504 |5316 |  37k|  0 |1684 |3180 | 1.086335e-01 | 1.916066e-01 |  76.38%|  86.51%
 1782s|  3600 |   137 |  5384k|1494.7 |   483M |  26 |2080 |3571 |5271 |  37k|  2 |1755 |3216 | 1.118062e-01 | 1.916066e-01 |  71.37%|  87.15%
 1818s|  3700 |   109 |  5555k|1500.4 |   485M |  26 |2080 |3580 |5201 |  38k|  0 |1775 |3236 | 1.189112e-01 | 1.916066e-01 |  61.13%|  90.68%
 1836s|  3800 |   101 |  5632k|1481.2 |   488M |  26 |2080 |3618 |5229 |  38k|  1 |1815 |3256 | 1.236443e-01 | 1.916066e-01 |  54.97%|  92.00%
 1850s|  3900 |    83 |  5700k|1460.8 |   481M |  26 |2080 |3645 |5593 |  39k|  0 |1847 |3274 | 1.301433e-01 | 1.916066e-01 |  47.23%|  93.52%
 1869s|  4000 |    79 |  5783k|1445.0 |   482M |  26 |2080 |3669 |5409 |  39k|  0 |1874 |3291 | 1.364641e-01 | 1.916066e-01 |  40.41%|  95.16%
 1877s|  4100 |    65 |  5824k|1419.7 |   482M |  26 |2080 |3665 |5189 |  39k|  0 |1874 |3307 | 1.392259e-01 | 1.916066e-01 |  37.62%|  95.88%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1896s|  4200 |    41 |  5913k|1407.1 |   482M |  26 |2080 |3658 |5235 |  40k|  3 |1874 |3313 | 1.464847e-01 | 1.916066e-01 |  30.80%|  97.62%
 1912s|  4300 |    25 |  5987k|1391.5 |   482M |  26 |2080 |3663 |5534 |  40k|  0 |1884 |3318 | 1.477256e-01 | 1.916066e-01 |  29.70%|  98.63%

SCIP Status        : problem is solved [optimal solution found]
Solving Time (sec) : 1922.00
Solving Nodes      : 4379
Primal Bound       : +1.91606648310427e-01 (22 solutions)
Dual Bound         : +1.91606648310427e-01
Gap                : 0.00 %

primal solution (original space):
=================================

objective value:                    0.191606648310427
y(2,2)                                              1 	(obj:0.00211548355938318)
y(2,3)                                              1 	(obj:0.000554513958699341)
y(2,5)                                              1 	(obj:0.00015665695159476)
y(2,6)                                              1 	(obj:-0.000787001372450737)
y(2,7)                                              1 	(obj:0.000560161160768238)
y(2,9)                                              1 	(obj:0.00087955793560488)
y(2,12)                                             1 	(obj:-0.0003327709769903)
y(2,17)                                             1 	(obj:-6.92147083404742e-05)
y(2,19)                                             1 	(obj:-0.000138917088530436)
y(2,20)                                             1 	(obj:0.00101212338273306)
y(2,22)                                             1 	(obj:-2.23667725972603e-05)
y(2,24)                                             1 	(obj:-0.00041053833340029)
y(2,25)                                             1 	(obj:-0.000679180717053773)
y(2,26)                                             1 	(obj:-0.000533711986381692)
y(2,28)                                             1 	(obj:5.49390235331959e-05)
y(2,30)                                             1 	(obj:0.00115923486227499)
y(2,31)                                             1 	(obj:0.000572628536548072)
y(2,33)                                             1 	(obj:0.000938583587918345)
y(2,35)                                             1 	(obj:8.12706554852438e-05)
y(2,37)                                             1 	(obj:1.6886539347486e-05)
y(2,42)                                             1 	(obj:-0.000153962949150422)
y(2,43)                                             1 	(obj:0.00156362019999154)
y(2,44)                                             1 	(obj:0.000403014584454681)
y(2,47)                                             1 	(obj:-0.000162821547535676)
y(2,48)                                             1 	(obj:-0.000199761127005804)
y(2,49)                                             1 	(obj:0.00162521296896634)
y(2,50)                                             1 	(obj:-0.00024990500700998)
y(2,51)                                             1 	(obj:0.000619243411311558)
y(2,53)                                             1 	(obj:0.000419466941002865)
y(2,56)                                             1 	(obj:0.000298314036501098)
y(2,59)                                             1 	(obj:0.000791955645901176)
y(2,63)                                             1 	(obj:-0.0003591790915479)
y(3,2)                                              1 	(obj:0.000554513958699341)
y(3,3)                                              1 	(obj:0.0024695257468628)
y(3,5)                                              1 	(obj:0.000990382872422513)
y(3,6)                                              1 	(obj:0.000104446441164564)
y(3,7)                                              1 	(obj:0.000778360266495252)
y(3,9)                                              1 	(obj:5.45330888741311e-05)
y(3,12)                                             1 	(obj:0.000343973818658556)
y(3,17)                                             1 	(obj:0.000169103098112581)
y(3,19)                                             1 	(obj:0.000431086919422616)
y(3,20)                                             1 	(obj:0.000242556858085244)
y(3,22)                                             1 	(obj:0.000628921174951105)
y(3,24)                                             1 	(obj:0.000562184645924487)
y(3,25)                                             1 	(obj:0.000369499177740442)
y(3,26)                                             1 	(obj:0.000339763713747398)
y(3,28)                                             1 	(obj:7.24386086987139e-05)
y(3,30)                                             1 	(obj:0.000878085314404275)
y(3,31)                                             1 	(obj:0.00105153048977426)
y(3,33)                                             1 	(obj:0.000315661902465177)
y(3,35)                                             1 	(obj:-0.00148517870738297)
y(3,37)                                             1 	(obj:0.000444052355739154)
y(3,42)                                             1 	(obj:0.000576993732941749)
y(3,43)                                             1 	(obj:0.000475071941047822)
y(3,44)                                             1 	(obj:-0.000286166951469086)
y(3,47)                                             1 	(obj:-7.54196108314842e-05)
y(3,48)                                             1 	(obj:0.000348880178844737)
y(3,49)                                             1 	(obj:0.000171524346786906)
y(3,50)                                             1 	(obj:0.000151860689764037)
y(3,51)                                             1 	(obj:0.000179776541747843)
y(3,53)                                             1 	(obj:0.000692907971184315)
y(3,56)                                             1 	(obj:0.000689895678283288)
y(3,59)                                             1 	(obj:0.000404069976913732)
y(3,63)                                             1 	(obj:0.000210411804284919)
y(5,2)                                              1 	(obj:0.00015665695159476)
y(5,3)                                              1 	(obj:0.000990382872422513)
y(5,5)                                              1 	(obj:0.00268858386134903)
y(5,6)                                              1 	(obj:0.00131954022025571)
y(5,7)                                              1 	(obj:0.000525260244684295)
y(5,9)                                              1 	(obj:-0.000168949142070436)
y(5,12)                                             1 	(obj:-2.08927490429213e-05)
y(5,17)                                             1 	(obj:-0.000151533985638849)
y(5,19)                                             1 	(obj:0.0019153664234076)
y(5,20)                                             1 	(obj:0.000174550425270828)
y(5,22)                                             1 	(obj:0.00205966915911016)
y(5,24)                                             1 	(obj:-0.000751074273335714)
y(5,25)                                             1 	(obj:-0.000163747994774255)
y(5,26)                                             1 	(obj:0.00182590785820351)
y(5,28)                                             1 	(obj:0.0017317588239773)
