0,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0.0,-3.148338298045099,2
1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0.0,-3.147438334697427,1
1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0.0,-3.146608469332164,1
1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0.0,-3.1464410896630013,1
1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0.0,-3.146077910255761,1
1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0.0,-3.145712184154219,1
1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0.0,-3.144949006006566,1
1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0.0,-3.144747296456073,1
1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0.0,-3.1443284272010743,1
1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0.0,-3.1437192953240385,1
1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-3.1431798629734473,1
1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0.0,-3.14313548831106,1
1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,-3.1427523368766392,1
1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0.0,-3.1426298776302906,1
0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0.0,-3.1425841213128916,1
1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0.0,-3.14176135774992,1
0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0.0,-3.1407250807886262,1
1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0.0,-3.1406530356194504,1
1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0.0,-3.140368840394284,1
1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0.0,-3.1403614293328164,1
0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0.0,-3.139961196468947,1
1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0.0,-3.1397153862659395,1
1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0.0,-3.139663218908067,1
1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0.0,-3.1396421201700955,1
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0,-3.1391202469086954,1
1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0.0,-3.138719815434395,1
0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0.0,-3.1386475898041644,1
