0,1,10,11,12,13,14,15,16,17,18,19,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0.0,-10000.501524099072,1
1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0.0,-10000.491486095227,1
1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0.0,-10000.479815669538,1
0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0.0,-10000.478590549772,1
1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0.0,-10000.475217106903,1
1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0.0,-10000.47458853248,1
1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0.0,-10000.471925658474,1
1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0.0,-10000.470997902135,1
0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0.0,-10000.470613362033,1
1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0.0,-10000.465685009643,1
0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0.0,-10000.46424501002,1
1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0.0,-10000.460177813065,1
1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-10000.455138935491,1
0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-10000.455135153574,1
1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0.0,-10000.454157014305,1
0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0.0,-10000.454125472688,1
1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.0,-10000.453870857473,1
1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0.0,-10000.453694303116,1
0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,-10000.451711425836,1
