0,1,10,11,12,13,14,15,16,17,18,19,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.0,-1.8690673622552902,1
1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0.0,-1.8690160672583562,1
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0.0,-1.8626421710127885,1
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0.0,-1.8580711667408467,1
1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0.0,-1.8562191404374777,1
1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0.0,-1.8522833874511921,1
1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0.0,-1.8518069951165044,1
1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0.0,-1.8511370922857697,1
1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0.0,-1.8484720878972791,1
0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0.0,-1.8418521970789579,1
1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0.0,-1.841733728152953,1
1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0.0,-1.8414238587962914,1
1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0.0,-1.8413667726706189,1
1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0.0,-1.840175351647701,1
1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.0,-1.8394701686812347,1
1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0.0,-1.8392897392774228,1
0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0.0,-1.8388912368402048,1
1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0.0,-1.83874822735164,1
1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-1.838334613330935,1
1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0.0,-1.8373090768600442,1
1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0.0,-1.8369025715520637,1
1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0.0,-1.8359791461246713,1
0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0.0,-1.835720284530009,1
1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-1.834995023435992,1
1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0.0,-1.83491431480775,1
1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0.0,-1.8337736658593888,1
0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0.0,-1.833715524570036,1
1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0.0,-1.8334483824418226,1
0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-1.8333342331558926,1
1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0.0,-1.8332978351968328,1
1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0.0,-1.8326867343357571,1
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.0,-1.832461183024933,1
1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-1.832162348174412,1
1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0.0,-1.8317025094552801,1
0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0.0,-1.831464635607587,1
1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0.0,-1.8313210042766526,1
1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0.0,-1.8312916968563042,1
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0.0,-1.8307075853296249,1
1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0.0,-1.830074056315088,1
1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0.0,-1.8298286835110957,1
0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0.0,-1.8295495613614325,1
1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0.0,-1.8287155923294287,1
1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0.0,-1.8279835679447427,1
1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0,-1.8274591305692571,1
0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0.0,-1.825722258422283,1
1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0.0,-1.8247239163426074,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0.0,-1.8240341996153613,1
