0,1,10,11,12,13,14,15,16,17,18,19,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.8,-99.24092663867877,683
0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.8,-99.24092663867877,78
1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0.8,-96.32970170501113,24
1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0.8,-91.35244171281303,215
